skill_id,skill_name
KS120JR612X0BCCL520Y,Automatic Private IP Addressing (APIPA)
KS120N868NMLR9S9HMHD,Automatic Repeat Request (ARQ)
KS7G3RG5Z7CNL66G8RTN,Automatic Ring Down
KS120T1633XK04CQ7JTD,Automatic Route Selection
KS120T16DNFZSTZP00MV,Automatic Sprinkler System Layout
KS120T16VR4157WWG1K9,Automatic Storage Management
ES19433512320A254D46,Automatic Stretch Wrapper
KS120T26FM3BQSHP1MYC,Automatic System Recovery
KS120T26VYMMZWSW58M4,Automatic Target Recognition
ES82ED5A2CEEE5F3F2D3,Automatic Temperature Control Systems
KS120QF5ZWHZFPWWNV4R,Automatic Test Equipment
KS120QT6FCSTK848F4RF,Automatic Test Markup Language (ATML)
KSI6D20NBFDWL7DVXB1X,Automatic Updates
KS120T46D7YWJ9JZHXT8,Automatic Vehicle Location
KS120TY6XXMFK52HTB6T,Automatic Volume Limiter
KS7G8CJ63GXSZ1WJYMF2,Automatically Programmed Tool
KS7G05368KYTXM5QZFQJ,Automatically Switched Optical Network
KS120SQ5W4Q57JMD2Y81,Automation
ES6098A6D4CDA830A187,Automation Anywhere (RPA Software)
ES2472008CB1D8EBE5EF,Automation Controls
KS120T46WT2HT330YW9G,Automation Integrator
KS120T470MF0VXV03ZGH,Automation Protocols
KS120T478XP166CH3JK8,Automation Studio
KS120T479VS9G18R8JPX,Automatix
KS120YD6BDKRQYN0W86M,Automattic BbPress
KS120T55WVQPWSTZQNYM,Automobile Advanced Engine Performance Specialist
KS120T563Y1LMFLMWM00,Automobile Dealership
KS441RT5X2M39LV4NN16,Automobile Handling
KS120T76ZF95J0B03QC2,Automobile Parts Specialist Certification
KS120T56XXN5K9P2NJBL,Automotive Design
ES2F61BD6E8B85EE40D6,Automotive Detailing
KS120T8730H4Q340NY3N,Automotive Electronics
KS120T664TBR3VK55TFK,Automotive Engineering
KS120T65VHWH4Z8YBWZZ,Automotive Engines
KS120TB5XW4YS78D2ZM5,Automotive Industry
KS120T960N2FS8MZL4G5,Automotive Lighting
KS120T76DT4W0DVSRNW6,Automotive Manufacturing
KS120T9664D8L800N5PZ,Automotive Paint
KS120T96R87H3TLGMQMW,Automotive Sales
KS6867J77CMGGT9QJ0LL,Automotive Service Excellence
ES76F4F346AF35AE855A,Automotive Service Excellence (ASE) Certification
KS120TB61QK2V8VD2C35,Automotive Services
KSRKKYVLL019GLZZUQV3,Automotive Technologies
KS120TB6VRSFH08T2ZPG,Automounter (Sun Microsystems Software)
KS120TB782MDDQKCYGB1,Autonomation
KS120TC5VWCB3DYDR4F8,Autonomic Computing
KS120655Z3WGVF90N16Q,Autonomous Cruise Control Systems
KS120TC63V6M3HDJYN7V,Autonomous System
ES2356BD791E58F71EC7,Autonomous Underwater Vehicle
ES52F8CD0C3EDF831234,Autonomous Vehicles
KSQQ5369MHPTS372MXE9,Autonumber
KS120TC64QCMMQB8HVL4,Autopatch
KSC5ST59NICH9ZKHYGCE,Autoplay
KS120TC758JVF3THDB8D,Autoradiograph
KS123CG6VV9JQB3BDQQC,Autoregressive Conditional Heteroskedasticity (Time Series Analysis)
ES3658B65BF812FB2D56,Autoregressive Integrated Moving Average (ARIMA)
KS120M16W9H9VLR0QC02,Autoregressive Model
KS120TD63YTKY8F4PX1W,Autoroll
KS8X0M4RYTVQIMGAJ9KY,Autoscaling
KSYBDTP3YV77NDMK17BG,Autotest
KS441R26SQTSG47HD79G,Autotransformer
KS120TG6L8TMRT67Y1YW,Autotransfusion
KS120SN793G0F5WL2MMH,Autotransplantation
KS120TG6N22J6HM2R4KP,Autotrax
KSIBL4NIGDLE731X1ROR,Autowired
KS120TH78DKZY3LMQRLR,Auxiliary Memory
ESB13EBF6598C7546591,Auxiliary View Drawing
KSQV1IABB89EVR6HPAVM,Avahi
KST6CKUF22USV3NQO9UH,Availability Monitoring
ES1D30FFD8BFA7D403C5,Avaya (Telecommunications)
KS120NV6HS5LBGN9WSX8,Avaya Application Server 5300
KS120TL5X6LDJCT117J7,Avaya Certified Associate
KS1203B63LK2YHX68G6Y,Avaya Certified Associate Communication Networking (ACACN)
KS120TL60P5VJDW8X4B9,Avaya Certified Expert
KS120TL6FB79JVBYBKSG,Avaya Certified Specialist
KS120TL6GVXH2RFQX08Q,Avaya Communication Server 2100
KS1272S6TXV5ZJHXBWDR,Avaya Device Management
KS123MX74YY4M8WLB9L0,Avaya ERS 8600
KS120TL6LX5Y0W8D078T,Avaya IP Phone 1140e
KS1272T6HQFTCML7JVBS,Avaya Secure Router 4134
KS120TL6QQ4543CCGKX4,Avaya Unified Communications Management
KSAX4DOY977QPRTWAAX7,Avcam
KS120TN77YZBT8WXK87L,Average Accounting Return
KS120TN78DK10SXTMYGG,Average Cost Method
KS120TP5W5V5G7KG0CS5,Averkey
KS120TS5XBQ2P3SXM8WH,AviSynth
ESD657F429AE3CDCD027,Avian And Exotic Animal Care
ES6826183C893463BB33,Avian Ecology
KSPPKY4KA6J4YW5MJ5SU,Aviary
KS120CF6WLXS5QGSWHR9,Aviation
KS120546C3J7MMPZWWQM,Aviation Cadet Qualifying Tests
ES9373203BC91D1A1F26,Aviation Cyber Security
ES88332F27468E539BE3,Aviation Finance
KS120TS6X5KKMLFLY2LX,Aviation Flight
KS120TS6Y8WS6W09WBFM,Aviation Fuels
KS120TR71F6NFC1Y8T88,Aviation Gasoline
KS120TT69J0WYV7BB984,Aviation Logistics
KS120TT6S2J4046JY08W,Aviation Medical Examination
KS120TT7200T6WM0YCTG,Aviation Medicine
ESC733BAED9CFE3271A9,Aviation Meteorology
ES654100F9829D7DD9F1,Aviation Safety
KS1202K6XHG8V5XWTR4R,Avid AAX Plug-In
KS120TW6C7DK9Y1CJSH8,Avid DS
ES1F8936BF5B88598683,Avid Media Composer (Software)
KS120TX66MWBZ04TWX7Q,Avid Symphony
KS120TX67XVFJGXT59Z5,Avidemux
KS120TS6C5RHNV0BBY0D,Avionics
KS1209R6C9MLKSD7SL5H,Avionics Full-Duplex Switched Ethernet
KS120TX6T2NC67T6QZWJ,Avizo
KSPIGW840948GIPQ0WWM,Avkit
KSQWAN516Z8BCODYSV8L,Avrcp
KS120TJ74DM1C3Y0T51N,Awadhi Language
KS120V174BRX2GYQ0GY5,Away3D
KSTC9H8DSVJGBMTQU806,Aweber
KS120V475DFDZFC8GLYY,Axial Piston Pump
KS120V569ZVB2BJSG6B1,Axialis IconWorkshop
KS120V56BPMMJ0XWSR4D,Axiomatic Systems
KS120V66D1YYB0HDB4HQ,Axle Counter
KS120V66DMF8T750ZG11,Axles
KS120V66Z8J4FPWRBQX1,Axon Guidance
KS120V670QP2G6NJMTQP,Axonometric Projection
KS1278N5YS7TR6HVJCY8,Axosoft
KS120V76S9QX3N1YC08G,Axure RP
KS7G7567255M17THN96T,Aymara (Language)
KS7G42S75R23M32VVHM0,Azari (Language)
KS120V8629JS23F0G01L,Azeotrope
ESF83726CD2A1792624B,Azerbaijani Language
KSNNYLN1MGQE34TCT091,Azimuth
KS5F739BPRPKF8LEX38H,Azkaban
ES9BD933F15B5EADD4BE,Azure API Apps
ESC12BE82D8A0F2CA4FC,Azure API Management
ES441CB6D8154FF10110,Azure Active Directory
ESE9C8B8AF9B038D93F0,Azure Application Insights
ESD5879314ACF3742F19,Azure Automation
ES93D4A3A840034216B5,Azure Batch
ESB856D0E5C4EFC8D884,Azure Blob Storage
ES56C648C325739431B5,Azure Blueprints
ESFAC51458ADB50CA541,Azure Cloud Services
ESF5943639E2E815A6F4,Azure Cognitive Services
ES38BBE3D22F122C1873,Azure Command-Line Interface (Azure CLI)
ES7AAE61BA95B6918AB0,Azure Content Delivery Network (Azure CDN)
ESF91B25CF9205D0E8E0,Azure Cosmos DB
ES7AB70B4551A4A316A9,Azure Cost Management
ES95E6FD92776FF0BB80,Azure Data Catalog
ESB7EB8BFCCCA0FC6678,Azure Data Explorer (Kusto)
ES6A318365970B5F5326,Azure Data Factory
ES4B1693B37B1A697054,Azure Data Lake
ESEFC16BE5818C2E78BF,Azure Databricks
ESFCB156A8BC41655036,Azure DevOps
ESC27678EB7926BACC24,Azure Firewall
ES90B700AC1B11988141,Azure Internet of Things (IoT)
ESA2F90847C88B0AC88E,Azure Kubernetes Service
ES3C8E816B73382BB289,Azure Logic Apps
ESA9372A0C2E0E70C228,Azure MFA
ES53E6EA8285F66F0CE7,Azure Machine Learning
ES5E3F2A58B6A6700AA0,Azure Monitor
ES626C08CB72B50F0013,Azure Policy
ES36447682683479BD91,Azure Security
ES7FF4BA3EFD0D84EA9F,Azure Sentinel
ES592DD582F7B34D872A,Azure Service Bus
ES3ED27455FB8FE5653B,Azure Service Fabric
ESC67B4D284220100378,Azure Web Apps
KSTVM129NBAMYZT1MTU4,Azuread
KS125Q96H9V85PKQJL14,B (Programming Language)
KS0WTMHK2BGDGGI1479D,B Method
KS1215N79D3PQFMN6ZN8,B-Prolog
KS1217G6XS05R2L4ZRXH,B-Tree File System (BTRFS)
KS120VD6596Q42Y6FW68,B2evolution
KS120VF75LKRQ916LQRK,B4Free (Software)
KSKMHG108L1Q9174CBC2,BACnet
KS120WF6XXG13CY50G6V,BALLview (Biochemical Algorithms Library)
KS120X469FF0V2F2Z37V,BASE24
KS120X877KSNMNTVLC9R,BASIC 8
KS120X95YK6009RLRBZW,BASIC A+
KS120XN64ZGWKYK6M61F,BASIC Stamp
KS120Y964TRX0NNL0411,BB FlashBack
KS120Y96KKFZTYYG46ZC,BBC BASIC
KS120Y86LJTHWPQ4PY6H,BBCode
KS120YB78NRDGQFX1K3D,BBEdit
KS120YD5W4DH21787FS7,BBEdit Lite (Mac OS Text Editors)
KS120YP60HP3LPGBYF4V,BCWipe
KS12607783CN6X7QK0GL,BD LSR II Flow Cytometer
KS120YQ708DJZXRTKBB4,BD Software C Compiler
KS120YW5ZVKRMPXV3GV7,BEAMnrc
KS120ZS6NC3KBD51LN08,BET Theory
KS120ZW63F6J79852WCN,BGFS Algorithms
KS7G34L6G8Q52CN7WNYB,BI Launch Pad (Software)
KS1210G6RSZNSZ3YMDCQ,BIND (DNS Software)
KS1211V66P0H2XZ8T63X,BIOS
ES96B1B983BE4153FACC,BIPOC Issues
KS1211Y6KL7FMY01C46L,BIRT Project
KS1212P6PZDGMWWD5N4Q,BLAT
KS1213K69K01RLC96WG8,BLOcks SUbstitution Matrix (BLOSUM)
KS1213S605KRNZLJVZNM,BMC Remedy Action Request System
KS122CS68QDYTVD7RT39,BMC User Administration And Provisioning
KS126V36F8SKBGQJX385,BMW N62
KS126V371XJFFMRJRPJN,BMW N63
KS1214061GXB42PV3GND,BODYATTACK (Les Mills)
KS121406CWZ6PYKFXJDL,BODYPUMP (Les Mills)
KS120XK67TQ99NTMD8J4,BOS/360
KS1215661NZBYWDW91DQ,BOUML - A Free UML Tool Box
KS1215J73M6RSXZ2M0GG,BPAY
KS1216F6PY3G7NNB6KDC,BRFplus
KS1217566DXDCVHT3SWH,BS 25999 Standard
KS121756GC47WGQ9292B,BS 5950 Standard
KS121766FG5C83XTLYKR,BS 7799 Standard
KS121775VS1KGVTZ0B2B,BS 8110 Standard
KS121765WG8KKJXN85C5,BS2000
KS126NM6W6WNWK9QZHB3,BSD Licenses
KS121796GCB6V6F1W6LL,BSD Operating System
KS1217C5YZHDSXDBD294,BSS Application Part (BSSAP)
KS120VH5VW26ZP02SNC7,Baan 4GL
KS120VH70KSDC9PHYLQZ,Baan Forms
KS120VJ6SF4QR3ZVDTDR,Baan Front Office
KS120VK778WR1XMH0Y3J,Baan Manufacturing
KS120VL5YCX92B4LY5GX,Baan Process Solutions
KS120VL5ZM537XZVKHVG,Baan Reports
KS120VL65G67K6KR5M1Q,Baan SQL
KS120VM77JZDRHPDZLQH,Baby Sign Languages
KS1V08RKJRDK2I3288O4,Babylon.js
ES9A463402556E04C3B5,Bachelor Of Science In Pharmacy
ESE4BC04F236331298FB,Bachelor of Science in Business
ES6D03646445D1E2EF72,Bachelor of Science in Business Administration
ES5AB08A87BFFF0136CA,Bachelor of Science in Nursing (BSN)
KS120VN608S1FFM971YT,Bachman Diagrams
ES65621B26F53842D8BE,Back End (Software Engineering)
KS120ZL60TLMS53KZQTZ,Back End Of Line
KS120VR5Y8FVYZ47MYG1,Back Pressures
KS120VT65CV7NF9SYL92,BackBox Linux
KS120VW6C0W8QKFTLXLM,BackTrack Linux
KS120VS6RFWHK6DWMZ2Q,Backblaze
KS120VT60JGNZB6CY8ZC,Backbone Network
KS120VS6WVG9KY0CJHJK,Backbone.js
KS120VT6H3648D7BDJYX,Backflow Prevention
KS120VT71DBHPC3R7N2G,Backflow Prevention Assembly Tester
KS8SRK95XZE95GYJA7GP,Background Application
KS7G0CP777Z28KWRNS2S,Background Debug Mode
KSVUY9QNR0YUHSAEFMIO,Background Process
KSD1RHHDJ3KG7BLZ9GBQ,Background Service
KS9WEWKDI0I37ZTIJQ5N,Background Task
ES1532EF849597699EC1,Backhoes
KSIHL1RWW8K9X7BW4ML5,Backing Beans
KS120VN6XT83QVXXXGCX,Backlighting
KS120VN77RNPB68V56PV,Backlinks
KS7G5J170LW5TFR1PHCV,Backlogs
KS120VW5VJVNXHZYHX3X,Backplanes
KSWXNLGVYSM1UO1RXVMH,Backport
KS120VR68V56DRJCS6GK,Backpropagation
KSYJT7DEQQS639V5UQWW,Backslash
KS120VW6GQLKN9721FT6,Backtracking
KSC42ZHWKJDVCBDX4P0F,Backup Agent
KS442325XYQ2CZR1VB7N,Backup And Restore
KS120VW6JMZHZXZGD72C,Backup Devices
KS120VW6YGV8MRBMCD6F,Backup Domain Controller
KS120VX6ZP7KQZN2VWZ7,Backup Express
KS120VY5WNNNZJVB614Q,Backup Replication
KS1223C6Y37K8P3J29R9,Backup Sites
KS120VY6SFTJ9PDCZPWD,Backup Tools (Backup Software)
KS120VZ60RSQMVK0ZP82,BackupPC
KS1213S61SRJL1LP3RBH,Backus -Naur Form
KS120VZ6MYGT4W4WV7Q9,Backward Design
KSIG41WVX80GXH8M6BQ8,Backwards Compatibility
KS7ZR1TMIVEZ51AUO0O9,Bacon.js
KSIDVBVCJOH45PSLDY0L,Bacpac
KS120W26F6P2J352HL9R,Bacterial Artificial Chromosome
KS120W16W6WTJQ1L9Y69,Bacterial Conjugation
KS120W16P3YDQCK67JGD,Bacterial Cultures
ES4B4EC434D3880BA771,Bacteriology
KS120W36PLFGW9XW9K37,Bacula
KS120W379SQXVK6RMPSK,Bada (OS)
ES7F610E4EB3DD5FF3DC,Bag-Valve Mask Resuscitation
KS120W465J2XT78WKMZG,Baggage Services
ESF6C4D6472F2BE60C91,Bagging Merchandise
KS120W46RNGNZBDJV2BD,Bagheli Language
KS120W55X4WXNHZ0GH0V,Bagri Language
KS7G1DR6WVG6CWTCV0R8,Bahasa (Language)
KSOWP58S3PVS55ZCL0TK,Baidu
KS1234H76BVK8H0M56JT,Bain-Marie
KS120W864TGHM7VW9FFW,Bakeries
KSBOY4ZC8C1FS6P3D7EB,Baking Techniques
KS120W86KJ30NQJCQ3ZP,Balance Sheet
KS124L06C1W5T2TCVSC3,Balance Spring
KS120W973M5XNZR0609S,Balanced Budgeting
ES918BB9B97B7435BE72,Balanced Literacy Approach
ES6EF7260B35FB85026D,Balanced Scorecard
KS120WH64FSZLNMRKB78,Balanced Unbalanced Transformer (BALUN)
KS7G6J46GFF6BJH38BHN,Balancing (Ledger/Billing)
KS120WB6SYY9D6274DS0,Ballast Tanks (Watercraft Components)
KS120WB6QNK1KT61099X,Ballasts
KS120WC5WQLKTJTG7TLX,Ballet
KS120WC79J0F9THBKQP0,Balloon Modelling
KS120WD6DP6GF9SCBNNL,Balloon Sinuplasty
KS120WD6JB9JX0MWLDF2,Ballroom Dancing
KS120WG67S1KYCV6V8FD,Balneotherapy
KS120WG6FGKNBZL7B9PL,Balsamiq Studios
KS120WH6FCHMT510L0PS,Bambara Language
KS120WJ5YPXH4HW8NGM0,Bandsaws
KS120WL64S13BHF5XYJS,Bandwidth Management
KS120WM6C2M55CW5GD7K,Bangala Language
KS120WN6PMSRLS46HBTM,Bank Examination
KS120WJ6DDFT0JYZGWMT,Bank Insurance Model (BIM)
KS120WQ677W47TWMCBB2,Bank Reconciliations
KS120WQ67KZ4DBMBGKX0,Bank Regulations
KS120WR5XRYLTXHP46Y1,Bank Runs
KS120WR6V225JKD4PZY5,Bank Secrecy
KS120WR6WVM9Z1VDT837,Bank Secrecy Act
KS120WS63LRYQZ1CCMPG,Bank Statements
KS120WQ5W9G1QKD51CHG,Bank Tax
KS120WT5Z9R8H9R4NBM7,Bankers' Acceptance
KS120WT63K4HC6NX7QXV,Banking
KS120WV6DZVT0DGYT4S4,Banking Services
KS120WV6TVNLWNKRGSMM,Banking Software
KS120WW79MCY3FQRZH03,Bankruptcies
KS120WX70K79F69CQT47,Bankruptcy Abuse Prevention And Consumer Protection Act
ES7578AF6A33BB502BBB,Banner Ads
ES6B868A3C433DDB0218,Banner Advertising
KS120WX6MH5093F6WPRZ,Banyan Vines
KS120YL5VK088ZD4L58W,Bar Code Medication Administration
ES30F49DCEFDEEF82566,Barber License
KS120WY6THMY5W86VL3X,Barcode Printers
KS120WY66GD23RSX12RL,Barcode Readers
KS120WZ74PF3LX1LQZ4Z,Barcode Systems
KS1200Y7541NC9HXS7X5,Barcodes
KS120X06NRMJDHF73BN6,Bardi Language
KSMBI2GFSAMFM2G2HSJF,Bare Metal
KS120X168R21HHC69YVY,Bargaining
KS120X169LDKWDNHJ6WR,Barges
KS120X16CMYGCMXNCS01,Bariatric Surgery
KS120X175SJ6H6L0ZM4F,Bariatrics
KS120X279KFFY57DHXS8,Barrier Options
ES8C4BA19973EB88C8E5,Bartending
KSBTYZICO2P4HOXKE2YG,Base Address
KS7G6W171T9M9QJ4T0PB,Base Calling Interface
KSY30YHKVEZ18C4B91J5,Base Conversion
KS7G6Q56650Y68DC32C2,Base Station Identity Code (BSIC)
KS120X36JTNDN8LY85KH,Base Station Subsystem
KS1217C6YB0YFTXSKD9K,Base Station System GPRS Protocol (BSSGP)
KS120X36D3CFW2W1CDHR,Base Stations
KS7G3016BCT699NKHN14,Base Transceiver Stations
KSSV3Y0LZU4WT2FHHZ02,Base32
KSZ1E8GPZMJ9RXCQ1NJS,Base64
KS120X574CYJ91R3L6Z5,BaseKit
KS120X35Z5MF40ZGFXZW,Baseband
KSWHFA0XU40RTOJBKMTD,Basecamp
KS125ZH66B3T7NDZ8PB7,Baseflow
KS120XT5YGF73D2XWK3X,Basel Accords
KS120X65ZGWVB3J3VBL4,Baselining
KS120X75ZC6J6NVBR2GC,Basement Waterproofing
KSMZ7HQXSCP08HDP9LZ8,Basex
KS120X767ZQ3210N2306,Bash (Scripting Language)
KS120X96109CXQRCXW30,Basic Access Authentication
KS120X967KLVB3G0QQ7C,Basic Accounting Functions
KS120X968SPGHMX31GL9,Basic Accounting Principles
KS120YM6JFJ4LH7JGNMX,Basic And Clinical Pharmacology And Toxicology
KS120XD65NSQX52B8V4J,Basic Cardiac Life Support
KS120YP6VZ1QQYD5FZPP,Basic Direct Access Methods
KS120YQ6WD4MGLML7CKT,Basic Disaster Life Support (BDLS)
KS687SJ71V44DDYTN3WN,Basic Fire Fighting
KS120XG67SFB6CHVP6D4,Basic First Aid
ES41798F0EADEB1AF82F,Basic Internet Skills
KS120XH67499WBWTB36S,Basic Life Support
KS1212M6Q5PQZD0PC9YG,Basic Linear Algebra Subprograms
KS120XH6SVMQWYMWMQ73,Basic Local Alignment Search Tool (BLAST)
ES9A5EB473BC86F9FA36,Basic Math
KS121TX70FQSNXP2HC8G,Basic Metabolic Panel
KS683TR79J8BWYFSM787,Basic Offshore Safety Induction And Emergency Training (BOSIET)
KS7G1MX6XZXV366X3RBY,Basic Oxygen Process
KS1215J6GTPQLTMFVCQH,Basic Partitioned Access Methods
KS120XK6JVGWLW3NCZLR,Basic Patterns
KS120XK6RSBCGC6L3JLM,Basic Rate Interface
ESCBF9FD5DB49E82C7C9,Basic Reading
KS120XK718X7J6J8PDHW,Basic Research
KS120XL6C9LTNQ31DW5W,Basic Safety Training
KS1217878BBY6ZCMX7W8,Basic Sequential Access Methods
KS1217C754BZ4NDGLY6S,Basic Telecommunications Access Methods
KS120XP6F2XX9S40D834,Basic Writing
KS120XQ5YBYCT6BKGHHB,Basic4Android
KS120XQ60JW5JH20KMYQ,Basic4ppc
KS120XQ62WDXH9341SV0,BasicX
KS120XR6HQPF91LCVB0B,Basis Database
KS1215P75YLDN9TZX7P8,Basis Point Value
KS120XS604FQFCHKYSZC,Basis Risk
KS120XS6MKJ0H04QPZ8W,Basketweave
KS120XT62VZTBNVG5PWJ,Bass Instrument Amplification
KS120XV6FYXWWYMC9R9G,Bass Reflex
KS7G65L6Z9QH3RHTXCRY,Bassa (Language)
ES166B33DE55441032BC,Bassoon
KS7G3WP74CQ9PT528XK9,Batak (Language)
KS120XV6PW4R99XCHTLM,Batch Files
KS7G4NX77WD752SXGKDK,Batch Message Processing
KS120XV6W2JH02WYLLDL,Batch Mixing
KS120XV74W7MKQ7XB78N,Batch Processing
KS120XV77557YFNL8080,Batch Production
KS120XW6M637YKV356T6,Batch Reactor
KS4423268M3ZFG5P4R6V,Batch Scripting
ES8EF55CCF910301C0A1,Batch Sheets
KS6VGGBJUU34NVZ7D8O7,Batch Updates
KS120XW70WW8LYNCKG6V,BatchPipes
KS120XX6KHWZ9KDW7N2B,Batik
KSYJJ28N11HJE2A258FL,Batman.js
ESC4EA385F7D4238C199,Baton (Law Enforcement)
KS7G46R6Q0KY5FGB4RXV,Batteries
KS120XY6Q48690PZLVJ6,Battery Management
KS120XY6QBQZFM5NYFL9,Battery Pack
KS120XY6WK7H9S2WG187,Battery Room
KS120XZ6BXM7JDV6B326,Battery Technology
KS120YK6SCJ632RHVPZS,Battle Command Knowledge Systems
KS120XZ6VJ92GCQGVH7G,Battle Management (Military Terminology)
ES80B10B22EDBC6400ED,Battle Rhythm
KS120Y06FHZT3XNYHRXS,Baud Rate
KS120Y06KGS933CHZQVD,Baudline
KS120Y167R04F808DMXD,Bayer Process
KS120Y275HKMCHLRCQCM,Bayes Classifier
KS120Y56N5CXRPW6YNV3,Bayes Estimator
KS120Y3643D9NDJZ3JK4,Bayesian Inference
KS7G6S16G7K7D0W6P97L,Bayesian Modeling
KS120Y66FWYF6MQBR6FK,Bayesian Networks
KS120Y66LSMQFFFJX8SN,Bayesian Probability
KS120Y76MLML1SWPM08V,Bayesian Statistics
KS87O7PZYA6KSNWGBJ9O,Bazel
KSPEBJ59DETKE117D2FA,Bcrypt
KS120ZL6N7YY7ZP4SJ21,BeOS
KS120YR70FJ3RHD017X9,Bea Weblogic Application Server 8.1
KS120YS64R6H8LR06QKX,Beadwork
KS120YS6NPB7NHDZKM6P,BeagleBoard (Embedded Linux)
KS938GH4NWI9T13Q4IQ1,Beagleboneblack
KS441YB6XTK078YCRKQ6,Beam Engines
KS120YT6CQ7CRCP9G2B9,Beam Expander
KS120YV60VJ1L74V8FJH,Beam Propagation Method
KSOWK7KCOHCMFMSSVXI7,Beamer
KS120YV5YH13CFYFG671,Beamforming
KS120YV6NN9L87KHM59G,Beamwidth
KS120YW6TH5XGM8XFQ40,Bean Validation
KS120YW7620T2KQ57FRP,BeanShell
KSFSEJLS1BAZUQTFJGWB,Beanstalkd
KS120YX67V2Z2WKN07WP,Bearer Bond
KS120YX756B4YQ11QJ1K,Bearing Capacities
KSG9UQAC6QETWRCPHC6C,Beautifulsoup
KSVY25GENVVH9IPKL6SQ,Beauty Advise
KS120YY5Z8Y56QM5XYJQ,Bed Management
ESCBFA436A288FB7A4A5,Bed Mobility
ES5381E6C5B975ACF483,Bedside Care
KS120YZ6VTCCYHGJRWS1,Bedside Manner
KSU90H2KXBC24IQBSCSP,Beego
ES6B5267AEA8714C9AA8,Beekeeping
KS99NGXJMMEWEBV0RSP5,Beeline
KS120Z36MBC6TWTV9Y4T,Befunge
KSG5U0VICW7H3VZZJ54K,Behat
KS7G77Y6G0M981YDJDJ5,Behavior Based Safety
ES88422940B47836FD40,Behavior Management
KS120YP719X2MH1K76LX,Behavior-Driven Development
KS120Z46JCLNT3VLQ660,Behavioral Analytics
ES21BE19A94E6653B381,Behavioral Antecedent
ES329B21962CCFA1BD69,Behavioral Change Theories
ES1AF242F7B790C6F3D0,Behavioral Disorders
KSWV23J5W4F1T2N7C0NR,Behavioral Health
ESB9F05C6EF3E428A91A,Behavioral Health Interventions
KS120Z5686BRVB8NFGCL,Behavioral Interviewing
KS120Z56XC3ZRCM4VMB4,Behavioral Medicine
KS120Z5731CP6RV0Y32N,Behavioral Modeling
KS120Z66DYJP3XWNPTQ7,Behavioral Neuroscience
KS120Z66G2TFTTDB11W5,Behavioral Pattern
KS120Z66P4GT0J3PTNQT,Behavioral Risk Factor Surveillance Systems
KS120Z46XGZW0XWJN3LY,Behavioral Science
KS120Z56NSZXNW9HGMSP,Behavioral Targeting
KS120Z66R1X01BBJN02L,Behavioral Theories (Mood Disorders)
KS120Z3792ZGTX05NW9S,Behaviour Therapy
KS40CHCJ9275AYMM1MPI,Behavioural Problems
KS120Z76YSP7LQJY9Q87,Beilstein Database
KS120Z7759DPZS4K1YYS,Belarusian Language (Languages Of Belarus)
KSLHRV6G8702CO872ULV,Bellman Ford
KS120Z873ZQPLWDGC4T5,Bemba Language (Bemba)
KS120ZB72YX71GYZVQ7H,Bench Grinders
KS120ZD60D0C13NZ0W00,Benchmarking
KS120ZD699WJZQ4MDLRZ,Bender-Gestalt Tests
KS120ZD6BZ6LSFCL0ZBM,Bending Moment
KS120ZD6Q2HB9T91QSST,Beneficial Ownership
KS120YD72KDBNV113RY3,Beneficiary Counseling And Assistance Coordinator
KS120ZG5Z4HL47QBVR0X,Benefits Administration
ESA98D19EC49EC3335FF,Benefits Enrollment Processes
KS120ZF633P3C7YBWY21,Benefits Realization Management
KS7G6HK619DQ8YMYZNZN,Benga (Language)
KS7G4G66WPNT3LLXKDW9,Bengali (Language)
ES69F2B259C8D56E80B8,Bentley AutoPIPE
ES87374ECFF6FE542B83,Bentley AutoPLANT
ES509D848AAF04BC7396,Bentley Comms
KS1219L734VCQ892HZ7F,Benton Visual Retention Testing
KS120ZK6C23LBFXJ9SFB,Bentonite
KS120ZM5VMXDHPN6L6D1,Beowulf Cluster
KS7G07C6RVJDJLKSQRS7,Berber (Language)
KS4416P5X8VHMHPBBRRN,Berber Languages
ESEAFF952FC08CEE9D43,Bereavement Care
KS120ZM5YFM2F61C5LYB,Berg Balance Scale
KS120ZM6539BRG3565KS,Berimbau
KS120ZM69Q4KLFVZY8KM,Berkeley DB
KS121456806CJ9XDNQ64,Berkeley Open Infrastructure For Network Computing
KS1217879DMS5N06Z13W,Berkeley Sockets
KSZWJFP5418HL3C5H5QJ,Berkshelf
KS120W16M0DSD9Y01XLN,Best Available Control Technology
KS120ZM6S1RGTYQW0R7B,Best Execution
KS120ZR61K56RBLFX4PR,BestCrypt
KS120ZT6S2D3HG8GM1WB,Betacam
KS120ZT6Y3YT993KV153,Betamax
KS47JIVWIY5Q90FC7CD1,Betfair
KS120ZV70NQVDPVJL66M,Beveling
KS9DR3NESI5Z6N8MMD02,Beverage Products
KSYATLYOPQT89LGZZK2F,Beyondcompare
KSSEH6U5PNJTIG0RHTVH,Bezier
KS120ZX6W25LQ7RN05DC,Bhojpuri Language
KS121076XK18RRSV1JQ7,BiModem
KS120ZZ5YKXRRRF0FB7R,Biasing
KS126TZ6K3Z2T6KDLGTB,Biaxially-Oriented Polyethylene Terephthalate (BoPET)
KS120ZZ66KX7WZWFQ9QJ,BibDesk
KS120ZZ6Y4JPCX3VY7D8,Biblical Hebrew
KS1203B6FRDSYKC35B0C,Bibliographic Databases
